0	814
0	624
0	182
0	767
0	617
0	547
0	665
0	147
0	165
0	229
1	1
1	856
1	931
1	939
1	630
1	866
1	378
1	432
1	681
1	46
2	2
2	16
2	406
2	23
2	191
2	19
2	741
2	908
2	839
2	848
3	3
3	627
3	852
3	493
3	337
3	433
3	203
3	287
3	690
3	105
4	4
4	112
4	152
4	315
4	889
4	893
4	473
4	273
4	459
4	151
5	5
5	709
5	551
5	408
5	625
5	712
5	446
5	880
5	488
5	916
6	6
6	225
6	437
6	493
6	337
6	943
6	871
6	91
6	651
6	78
7	7
7	788
7	874
7	754
7	842
7	522
7	744
7	539
7	276
7	380
8	8
8	78
8	473
8	312
8	27
8	318
8	10
8	267
8	66
8	749
9	9
9	477
9	74
9	997
9	654
9	395
9	67
9	348
9	944
9	612
10	10
10	267
10	324
10	329
10	519
10	271
10	468
10	548
10	312
10	69
11	11
11	86
11	730
11	655
11	774
11	975
11	578
11	148
11	12
11	368
12	12
12	975
12	930
12	730
12	22
12	578
12	86
12	705
12	29
12	920
13	13
13	917
13	569
13	887
13	632
13	896
13	806
13	367
13	22
13	313
14	14
14	188
14	485
14	55
14	855
14	247
14	44
14	661
14	367
14	657
15	15
15	680
15	875
15	291
15	338
15	412
15	923
15	702
15	310
15	270
16	16
16	406
16	19
16	191
16	23
16	588
16	724
16	220
16	178
16	80
17	17
17	177
17	387
17	638
17	471
17	148
17	425
17	940
17	8
17	313
18	18
18	76
18	94
18	928
18	84
18	399
18	561
18	170
18	850
18	848
19	19
19	406
19	818
19	476
19	335
19	792
19	848
19	741
19	440
19	245
20	20
20	769
20	921
20	371
20	739
20	985
20	626
20	345
20	279
20	670
21	21
21	230
21	688
21	456
21	223
21	652
21	162
21	533
21	98
21	169
22	22
22	975
22	705
22	730
22	313
22	920
22	930
22	310
22	367
22	578
23	23
23	741
23	487
23	191
23	203
23	11
23	86
23	575
23	740
23	178
24	24
24	145
24	53
24	234
24	740
24	169
24	110
24	688
24	206
24	220
25	25
25	114
25	746
25	877
25	80
25	491
25	446
25	327
25	829
25	653
26	26
26	918
26	209
26	906
26	40
26	986
26	839
26	964
26	815
26	462
27	27
27	907
27	539
27	43
27	759
27	765
27	874
27	726
27	349
27	7
28	28
28	713
28	673
28	817
28	416
28	990
28	832
28	292
28	284
28	888
29	29
29	774
29	483
29	148
29	86
29	11
29	319
29	441
29	221
29	510
30	30
30	144
30	994
30	438
30	324
30	240
30	267
30	478
30	984
30	271
31	31
31	153
31	932
31	454
31	207
31	175
31	898
31	592
31	236
31	589
32	32
32	978
32	587
32	56
32	393
32	460
32	618
32	487
32	741
32	415
33	33
33	464
33	47
33	853
33	480
33	804
33	531
33	876
33	794
33	558
34	34
34	461
34	347
34	758
34	638
34	158
34	253
34	644
34	167
34	530
35	35
35	586
35	58
35	550
35	141
35	882
35	521
35	448
35	992
35	717
36	36
36	612
36	67
36	398
36	997
36	193
36	601
36	583
36	348
36	414
37	37
37	199
37	671
37	450
37	919
37	582
37	170
37	526
37	202
37	561
38	38
38	124
38	870
38	640
38	651
38	376
38	295
38	84
38	555
38	406
39	39
39	610
39	409
39	869
39	533
39	508
39	512
39	466
39	322
39	73
40	40
40	209
40	918
40	906
40	129
40	565
40	986
40	457
40	150
40	577
41	41
41	394
41	429
41	795
41	136
41	576
41	763
41	747
41	438
41	944
42	42
42	459
42	273
42	328
42	350
42	893
42	641
42	565
42	107
42	78
43	43
43	765
43	726
43	759
43	907
43	233
43	349
43	609
43	444
43	96
44	44
44	657
44	425
44	940
44	55
44	90
44	197
44	661
44	188
44	855
45	45
45	996
45	615
45	352
45	411
45	219
45	675
45	392
45	323
45	289
46	46
46	681
46	908
46	866
46	462
46	860
46	630
46	895
46	856
46	558
47	47
47	876
47	853
47	305
47	464
47	804
47	1
47	857
47	309
47	693
48	48
48	867
48	420
48	628
48	956
48	363
48	494
48	180
48	979
48	405
49	49
49	239
49	121
49	295
49	640
49	825
49	356
49	696
49	662
49	529
50	50
50	353
50	805
50	844
50	260
50	436
50	59
50	960
50	568
50	710
51	51
51	809
51	320
51	172
51	469
51	703
51	265
51	404
51	296
51	808
52	52
52	603
52	904
52	737
52	857
52	948
52	467
52	439
52	884
52	796
53	53
53	145
53	234
53	110
53	740
53	255
53	206
53	290
53	169
53	691
54	54
54	588
54	924
54	449
54	485
54	412
54	428
54	247
54	350
54	580
55	55
55	657
55	940
55	425
55	197
55	188
55	485
55	90
55	855
55	325
56	56
56	460
56	978
56	587
56	618
56	546
56	661
56	983
56	393
56	83
57	57
57	518
57	357
57	748
57	787
57	168
57	738
57	133
57	663
57	211
58	58
58	586
58	905
58	448
58	952
58	503
58	205
58	686
58	741
58	838
59	59
59	960
59	844
59	290
59	805
59	353
59	710
59	436
59	260
59	686
60	60
60	881
60	715
60	472
60	621
60	294
60	514
60	838
60	458
60	351
61	61
61	264
61	306
61	536
61	444
61	303
61	700
61	184
61	265
61	608
62	62
62	396
62	97
62	557
62	149
62	171
62	973
62	314
62	138
62	972
63	63
63	511
63	224
63	173
63	333
63	262
63	849
63	364
63	840
63	724
64	64
64	231
64	841
64	65
64	198
64	704
64	905
64	659
64	103
64	782
65	65
65	659
65	704
65	103
65	841
65	761
65	965
65	231
65	198
65	905
66	66
66	284
66	221
66	292
66	267
66	965
66	782
66	990
66	399
66	94
67	67
67	997
67	612
67	348
67	477
67	944
67	74
67	193
67	160
67	470
68	68
68	686
68	833
68	272
68	465
68	404
68	805
68	950
68	436
68	514
69	69
69	519
69	271
69	324
69	329
69	667
69	210
69	270
69	761
69	713
70	70
70	862
70	391
70	476
70	633
70	390
70	564
70	785
70	268
70	95
71	71
71	736
71	684
71	567
71	428
71	793
71	259
71	762
71	838
71	353
72	72
72	689
72	562
72	419
72	298
72	246
72	559
72	135
72	141
72	982
73	73
73	466
73	261
73	516
73	610
73	533
73	162
73	379
73	398
73	568
74	74
74	477
74	654
74	395
74	997
74	548
74	348
74	944
74	880
74	377
75	75
75	934
75	731
75	161
75	831
75	200
75	925
75	745
75	872
75	143
76	76
76	595
76	399
76	372
76	722
76	513
76	600
76	929
76	820
76	10
77	77
77	339
77	104
77	639
77	194
77	489
77	232
77	606
77	718
77	366
78	78
78	473
78	312
78	273
78	422
78	498
78	836
78	556
78	723
78	301
79	79
79	288
79	176
79	967
79	405
79	257
79	157
79	417
79	219
79	384
80	80
80	877
80	746
80	656
80	15
80	137
80	832
80	196
80	737
80	39
81	81
81	443
81	790
81	573
81	952
81	885
81	882
81	602
81	183
81	299
82	82
82	851
82	953
82	722
82	970
82	311
82	215
82	233
82	823
82	140
83	83
83	979
83	146
83	363
83	180
83	494
83	48
83	157
83	888
83	108
84	84
84	561
84	582
84	170
84	450
84	928
84	771
84	850
84	37
84	442
85	85
85	517
85	834
85	410
85	310
85	313
85	367
85	815
85	923
85	678
86	86
86	730
86	578
86	774
86	148
86	975
86	655
86	22
86	930
86	368
87	87
87	427
87	794
87	590
87	208
87	750
87	789
87	605
87	531
87	424
88	88
88	154
88	756
88	122
88	751
88	613
88	217
88	243
88	913
88	479
89	89
89	281
89	217
89	479
89	902
89	756
89	579
89	192
89	983
89	946
90	90
90	425
90	940
90	657
90	675
90	392
90	197
90	661
90	678
90	384
91	91
91	319
91	764
91	337
91	225
91	483
91	870
91	651
91	272
91	94
92	92
92	660
92	781
92	256
92	706
92	658
92	254
92	865
92	693
92	524
93	93
93	181
93	354
93	117
93	999
93	125
93	506
93	407
93	789
93	714
94	94
94	928
94	850
94	399
94	840
94	170
94	972
94	97
94	62
94	557
95	95
95	785
95	862
95	527
95	195
95	716
95	792
95	440
95	644
95	216
96	96
96	609
96	434
96	865
96	658
96	693
96	726
96	233
96	807
96	759
97	97
97	396
97	149
97	973
97	399
97	138
97	513
97	314
97	349
97	585
98	98
98	652
98	456
98	575
98	964
98	530
98	230
98	688
98	894
98	190
99	99
99	361
99	864
99	714
99	407
99	642
99	699
99	169
99	354
99	770
100	100
100	901
100	801
100	802
100	431
100	201
100	563
100	21
100	557
100	740
101	101
101	214
101	278
101	196
101	945
101	223
101	760
101	94
101	206
101	660
102	102
102	500
102	691
102	781
102	706
102	502
102	911
102	110
102	880
102	43
103	103
103	761
103	659
103	965
103	704
103	841
103	198
103	231
103	370
103	905
104	104
104	339
104	194
104	639
104	725
104	232
104	489
104	343
104	227
104	168
105	105
105	665
105	773
105	165
105	547
105	617
105	613
105	228
105	624
105	122
106	106
106	316
106	958
106	682
106	609
106	245
106	616
106	476
106	915
106	488
107	107
107	338
107	698
107	220
107	178
107	930
107	816
107	604
107	705
107	782
108	108
108	268
108	391
108	847
108	390
108	721
108	633
108	750
108	878
108	171
109	109
109	336
109	721
109	837
109	123
109	878
109	635
109	890
109	981
109	797
110	110
110	196
110	214
110	145
110	308
110	691
110	307
110	780
110	945
110	101
111	111
111	772
111	677
111	826
111	174
111	385
111	765
111	837
111	249
111	531
112	112
112	152
112	889
112	812
112	315
112	70
112	502
112	84
112	367
112	157
113	113
113	163
113	674
113	637
113	375
113	388
113	346
113	808
113	854
113	493
114	114
114	746
114	491
114	327
114	877
114	446
114	395
114	656
114	993
114	509
115	115
115	776
115	383
115	622
115	803
115	871
115	627
115	897
115	625
115	494
116	116
116	525
116	565
116	415
116	129
116	906
116	839
116	393
116	507
116	964
117	117
117	506
117	999
117	663
117	181
117	354
117	481
117	748
117	493
117	594
118	118
118	539
118	254
118	467
118	407
118	269
118	464
118	223
118	497
118	12
119	119
119	126
119	305
119	646
119	285
119	989
119	804
119	876
119	663
119	550
120	120
120	423
120	891
120	645
120	570
120	189
120	788
120	187
120	612
120	631
121	121
121	239
121	356
121	825
121	295
121	640
121	696
121	529
121	662
121	606
122	122
122	613
122	773
122	154
122	665
122	756
122	192
122	819
122	228
122	676
123	123
123	336
123	635
123	308
123	890
123	981
123	721
123	160
123	797
123	498
124	124
124	870
124	640
124	295
124	651
124	837
124	376
124	364
124	580
124	859
125	125
125	515
125	644
125	344
125	695
125	407
125	554
125	714
125	354
125	699
126	126
126	285
126	305
126	334
126	646
126	181
126	833
126	10
126	566
126	709
127	127
127	634
127	490
127	412
127	858
127	247
127	343
127	449
127	702
127	305
128	128
128	683
128	827
128	596
128	685
128	728
128	325
128	859
128	381
128	867
129	129
129	565
129	906
129	525
129	457
129	209
129	918
129	599
129	463
129	912
130	130
130	455
130	743
130	297
130	573
130	468
130	282
130	274
130	131
130	654
131	131
131	937
131	251
131	274
131	331
131	475
131	301
131	184
131	636
131	823
132	132
132	597
132	583
132	218
132	401
132	373
132	455
132	542
132	297
132	130
133	133
133	481
133	355
133	787
133	748
133	663
133	506
133	523
133	357
133	518
134	134
134	400
134	885
134	961
134	799
134	259
134	140
134	913
134	999
134	649
135	135
135	419
135	342
135	689
135	492
135	559
135	366
135	205
135	372
135	538
136	136
136	576
136	795
136	984
136	394
136	429
136	468
136	114
136	80
136	966
137	137
137	571
137	701
137	618
137	510
137	546
137	441
137	496
137	543
137	969
138	138
138	314
138	488
138	880
138	973
138	149
138	396
138	408
138	317
138	723
139	139
139	317
139	916
139	936
139	296
139	488
139	723
139	460
139	703
139	56
140	140
140	885
140	621
140	513
140	71
140	736
140	139
140	138
140	766
140	938
141	141
141	237
141	552
141	562
141	521
141	340
141	586
141	297
141	587
141	850
142	142
142	385
142	926
142	538
142	370
142	509
142	421
142	677
142	826
142	779
143	143
143	872
143	925
143	731
143	326
143	448
143	882
143	934
143	161
143	550
144	144
144	994
144	324
144	240
144	271
144	438
144	267
144	666
144	656
144	844
145	145
145	234
145	740
145	169
145	206
145	688
145	964
145	530
145	510
145	873
146	146
146	979
146	180
146	363
146	799
146	157
146	248
146	551
146	512
146	893
147	147
147	579
147	192
147	968
147	560
147	589
147	530
147	798
147	286
147	132
148	148
148	774
148	578
148	664
148	730
148	483
148	12
148	975
148	993
148	36
149	149
149	973
149	396
149	314
149	513
149	399
149	488
149	880
149	723
149	546
150	150
150	321
150	717
150	453
150	39
150	533
150	197
150	541
150	68
150	50
151	151
151	653
151	985
151	191
151	203
151	371
151	488
151	484
151	513
151	344
152	152
152	889
152	812
152	315
152	655
152	884
152	229
152	818
152	869
152	389
153	153
153	454
153	932
153	236
153	207
153	971
153	166
153	499
153	211
153	439
154	154
154	243
154	678
154	756
154	900
154	895
154	689
154	882
154	629
154	666
155	155
155	957
155	185
155	757
155	413
155	359
155	946
155	289
155	986
155	620
156	156
156	734
156	242
156	710
156	808
156	325
156	485
156	221
156	789
156	880
157	157
157	967
157	799
157	405
157	176
157	180
157	979
157	885
157	48
157	363
158	158
158	347
158	566
158	544
158	471
158	540
158	461
158	638
158	177
158	811
159	159
159	474
159	791
159	222
159	863
159	728
159	992
159	279
159	345
159	758
160	160
160	364
160	308
160	498
160	173
160	635
160	828
160	63
160	336
160	224
161	161
161	934
161	731
161	600
161	882
161	550
161	925
161	872
161	722
161	521
162	162
162	223
162	533
162	516
162	466
162	230
162	377
162	456
162	358
162	448
163	163
163	674
163	375
163	637
163	798
163	346
163	951
163	388
163	575
163	574
164	164
164	854
164	254
164	843
164	760
164	283
164	256
164	626
164	167
164	911
165	165
165	547
165	665
165	617
165	773
165	229
165	624
165	228
165	613
165	182
166	166
166	971
166	346
166	499
166	236
166	932
166	454
166	767
166	674
166	261
167	167
167	992
167	626
167	574
167	921
167	607
167	279
167	345
167	474
167	187
168	168
168	190
168	748
168	518
168	663
168	894
168	98
168	371
168	575
168	20
169	169
169	740
169	964
169	530
169	234
169	206
169	688
169	652
169	770
169	98
170	170
170	928
170	450
170	850
170	561
170	582
170	456
170	24
170	230
170	894
171	171
171	557
171	724
171	270
171	972
171	702
171	840
171	21
171	37
171	94
172	172
172	320
172	809
172	255
172	893
172	296
172	350
172	884
172	703
172	469
173	173
173	224
173	511
173	333
173	364
173	828
173	53
173	396
173	680
173	498
174	174
174	677
174	18
174	671
174	772
174	308
174	97
174	258
174	211
174	291
175	175
175	592
175	898
175	207
175	932
175	720
175	987
175	426
175	769
175	159
176	176
176	405
176	967
176	288
176	257
176	799
176	420
176	180
176	357
176	954
177	177
177	471
177	638
177	387
177	347
177	190
177	771
177	222
177	262
177	503
178	178
178	220
178	698
178	589
178	705
178	816
178	930
178	920
178	338
178	22
179	179
179	622
179	383
179	12
179	975
179	288
179	564
179	886
179	930
179	952
180	180
180	979
180	363
180	799
180	405
180	967
180	867
180	420
180	885
180	8
181	181
181	999
181	506
181	789
181	354
181	663
181	750
181	481
181	531
181	125
182	182
182	767
182	814
182	624
182	617
182	229
182	547
182	665
182	571
182	404
183	183
183	465
183	334
183	833
183	537
183	404
183	68
183	275
183	439
183	182
184	184
184	823
184	373
184	301
184	444
184	331
184	475
184	937
184	536
184	306
185	185
185	413
185	957
185	757
185	359
185	235
185	986
185	946
185	105
185	193
186	186
186	414
186	341
186	941
186	903
186	583
186	534
186	398
186	379
186	783
187	187
187	607
187	847
187	878
187	307
187	371
187	837
187	536
187	608
187	258
188	188
188	855
188	485
188	247
188	661
188	412
188	721
188	601
188	634
188	588
189	189
189	570
189	423
189	574
189	167
189	657
189	218
189	108
189	612
189	841
190	190
190	894
190	770
190	530
190	652
190	964
190	575
190	206
190	169
190	456
191	191
191	203
191	653
191	985
191	774
191	116
191	40
191	368
191	507
191	129
192	192
192	579
192	281
192	968
192	217
192	756
192	613
192	479
192	26
192	282
193	193
193	282
193	348
193	944
193	601
193	468
193	398
193	997
193	783
193	941
194	194
194	232
194	489
194	725
194	339
194	620
194	455
194	130
194	742
194	551
195	195
195	527
195	716
195	440
195	792
195	245
195	335
195	668
195	936
195	785
196	196
196	691
196	278
196	214
196	845
196	53
196	945
196	709
196	235
196	234
